& Probates	Professional Services	1.18284048609
3D Printing	Local Services	0.532275612266
ATV Rentals/Tours	Active Life	15.7412825956
Acai Bowls	Food	10.6942067618
Accessories	Shopping	104.787706806
Accountants	Professional Services	24.9714651657
Acne Treatment	Beauty & Spas	2.128383133
Active Life	Fitness & Instruction	480.328758303
Acupuncture	Health & Medical	60.8471689402
Addiction Medicine	Health & Medical	0.277259732821
Adoption Services	Local Services	0.327262310313
Adult	Shopping	14.6983082102
Adult Education	Education	13.4050276054
Adult Entertainment	Nightlife	287.78435499
Advertising	Professional Services	20.3250205226
Aerial Fitness	Active Life	0.806384327786
Aerial Tours	Hotels & Travel	3.39011682873
Afghan	Halal	13.2724013794
African	Nightlife	21.8092959378
Agriturismi	Hotels & Travel	0.0810413853763
Air Duct Cleaning	Home Services	31.712707717
Aircraft Dealers	Automotive	0.0767471458965
Aircraft Repairs	Automotive	0.0533694288416
Airlines	Hotels & Travel	205.230877301
Airport Lounges	Nightlife	8.08054006258
Airport Shuttles	Hotels & Travel	147.786329776
Airport Terminals	Hotels & Travel	3.51945922435
Airports	Hotels & Travel	414.174333774
Airsoft	Active Life	0.507418524479
Allergists	Health & Medical	8.17897511326
Alsatian	Food	0.154156915206
Amateur Sports Teams	Active Life	17.5217611816
American (New)	Nightlife	1159.93330199
American (Traditional)	Nightlife	1106.48851835
Amusement Parks	Active Life	186.285871514
Anesthesiologists	Health & Medical	1.75519699153
Animal Physical Therapy	Pets	0.604017696352
Animal Shelters	Pets	19.9405083986
Antiques	Shopping	48.6263857471
Apartments	Home Services	517.551533481
Appliances	Shopping	64.5131040747
Appliances & Repair	Local Services	185.851556531
Appraisal Services	Local Services	5.09338399678
Aquarium Services	Pets	4.18182418674
Aquariums	Active Life	46.4856613426
Arabian	Mediterranean	10.4373751838
Arcades	Arts & Entertainment	67.4809315652
Archery	Active Life	7.08440935605
Architects	Professional Services	1.8116055569
Architectural Tours	Hotels & Travel	0.89074247994
Argentine	Latin American	14.7128158341
Armenian	Mediterranean	1.09450229589
Art Classes	Education	6.83549289795
Art Galleries	Arts & Entertainment	59.405862885
Art Museums	Arts & Entertainment	8.17338240563
Art Restoration	Local Services	0.830881685916
Art Schools	Education	7.29370337625
Art Space Rentals	Shopping	0.00589602681421
Art Supplies	Shopping	14.7542423509
Art Tours	Arts & Entertainment	0.227668408418
Artificial Turf	Home Services	10.8300220458
Arts & Crafts	Shopping	91.2174398154
Arts & Entertainment	Event Planning & Services	1109.16588715
Asian Fusion	Japanese	364.288719967
Assisted Living Facilities	Health & Medical	3.05063928217
Attraction Farms	Food	0.0657427940907
Auction Houses	Shopping	12.8713485872
Audiologist	Health & Medical	3.99156145003
Australian	Food	1.34932946703
Austrian	German	1.99470408013
Auto Customization	Automotive	62.2155937261
Auto Detailing	Automotive	258.568893174
Auto Electric Services	Automotive	1.20083655506
Auto Glass Services	Automotive	182.337851811
Auto Insurance	Financial Services	28.1579089987
Auto Loan Providers	Automotive	21.2190046925
Auto Parts & Supplies	Automotive	479.422289333
Auto Repair	Automotive	1778.46344337
Auto Security	Automotive	4.04887800559
Auto Upholstery	Automotive	3.30662039785
Automotive	Auto Repair	1778.46344337
Awnings	Local Services	1.83255195586
Ayurveda	Health & Medical	0.414208492101
Baby Gear & Furniture	Shopping	35.4734596067
Backflow Services	Home Services	0.360871550894
Backshop	Food	1.32326825068
Baden	German	0.268908834474
Badminton	Active Life	1.20222870172
Bagels	Food	163.294715634
Bail Bondsmen	Local Services	6.0981777283
Bakeries	Food	948.903154787
Bangladeshi	Indian	4.78553773297
Bankruptcy Law	Professional Services	10.137218274
Banks & Credit Unions	Financial Services	170.437200428
Bar Crawl	Nightlife	1.30173228465
Barbeque	Korean	227.72302138
Barbers	Beauty & Spas	818.741418769
Barre Classes	Active Life	20.0256329628
Bars	Nightlife	4554.34807237
Bartenders	Event Planning & Services	8.48129723647
Bartending Schools	Education	2.08616676514
Baseball Fields	Arts & Entertainment	8.67260486904
Basketball Courts	Active Life	0.727821025116
Basque	Spanish	9.0697939866
Battery Stores	Shopping	3.15602228616
Batting Cages	Active Life	2.9568391029
Bavarian	German	4.79602358382
Beach Bars	Nightlife	0.213438325834
Beach Equipment Rentals	Active Life	0.412424124107
Beach Volleyball	Food	0.000783862212534
Beaches	Active Life	6.77130939587
Beauty & Spas	Nail Salons	2496.93494985
Bed & Breakfast	Hotels & Travel	51.4484549356
Beer	Food	350.213166302
Beer Bar	Nightlife	88.6759687929
Beer Garden	German	16.3547516696
Beer Gardens	Nightlife	42.8041401145
Beer Hall	Mediterranean	1.60319547971
Beer Tours	Hotels & Travel	0.682728088092
Behavior Analysts	Health & Medical	0.267176330848
Belgian	Breakfast & Brunch	9.41877467246
Bespoke Clothing	Shopping	10.1781495605
Beverage Store	Food	3.61472961062
Bicycles	Shopping	0.702411451871
Bike Rentals	Active Life	33.8234677128
Bike Repair	Shopping	0.145930426648
Bike Repair/Maintenance	Local Services	23.2036160557
Bike Sharing	Hotels & Travel	0.388198106322
Bike Shop	Shopping	0.670761451871
Bikes	Shopping	71.33551433
Bingo Halls	Arts & Entertainment	0.596010263819
Bird Shops	Pets	1.0198008015
Bistros	Nightlife	7.89728255828
Blood & Plasma Donation Centers	Health & Medical	5.05480057459
Blow Dry/Out Services	Beauty & Spas	104.385307791
Boat Charters	Event Planning & Services	5.05404150853
Boat Dealers	Automotive	4.40905645555
Boat Repair	Professional Services	5.55220106212
Boat Tours	Hotels & Travel	0.480356217024
Boating	Active Life	13.3420834262
Body Shops	Automotive	278.879883858
Bookbinding	Local Services	0.439678190606
Bookkeepers	Professional Services	2.09989693293
Books	Shopping	54.1180213826
Bookstores	Shopping	17.5485692815
Boot Camps	Active Life	32.7964397473
Botanical Gardens	Arts & Entertainment	21.9069806975
Boudoir Photography	Event Planning & Services	1.05454780372
Bounce House Rentals	Event Planning & Services	1.29784713421
Bowling	Active Life	44.4990910473
Boxing	Active Life	15.9064238588
Brasseries	French	23.4248152703
Brazilian	Steakhouses	90.8980205959
Brazilian Jiu-jitsu	Active Life	2.52928426827
Breakfast & Brunch	American (Traditional)	1066.49130722
Breweries	Food	274.879579845
Brewing Supplies	Shopping	2.57552477178
Bridal	Shopping	180.87005288
British	Nightlife	61.1614483439
Bubble Soccer	Active Life	0.229494683318
Bubble Tea	Food	125.886509972
Buddhist Temples	Religious Organizations	0.49696306807
Buffets	Breakfast & Brunch	328.533867909
Building Supplies	Home Services	51.2436011353
Bulgarian	American (Traditional)	0.325679821555
Burgers	American (Traditional)	826.913072255
Burmese	Sushi Bars	2.45278163205
Bus Tours	Hotels & Travel	15.1631743149
Buses	Hotels & Travel	13.4442414286
Business Consulting	Professional Services	6.41811910298
Business Financing	Financial Services	0.455975929274
Business Law	Professional Services	4.44824816504
Butcher	Food	29.7111053788
CPR Classes	Education	3.99188095449
CSA	Food	1.63116750254
Cabaret	Arts & Entertainment	5.13029503364
Cabinetry	Home Services	17.4460727194
Cable Cars	Hotels & Travel	0.0621369941155
Cafes	Food	486.320354411
Cafeteria	American (Traditional)	5.27010968567
Cajun/Creole	Seafood	141.551017664
Calligraphy	Local Services	0.026974111956
Cambodian	Thai	8.64670661714
Campgrounds	Hotels & Travel	22.1711564629
Canadian (New)	Nightlife	105.795071005
Candle Stores	Shopping	0.0374969907079
Candy Stores	Food	48.6958879099
Cannabis Clinics	Health & Medical	44.0433581452
Cannabis Collective	Shopping	0.260865048033
Cannabis Dispensaries	Shopping	18.5383468099
Cannabis Tours	Health & Medical	0.554036132446
Cantonese	Chinese	66.8718767602
Car Auctions	Automotive	0.939507028811
Car Brokers	Automotive	1.06715086616
Car Buyers	Automotive	11.2469592374
Car Dealers	Automotive	965.378074754
Car Inspectors	Automotive	2.3816403207
Car Rental	Hotels & Travel	1361.0810848
Car Share Services	Automotive	3.03157745172
Car Stereo Installation	Automotive	46.629650709
Car Wash	Automotive	386.170222917
Car Window Tinting	Automotive	26.7262592008
Cardio Classes	Active Life	5.78866259545
Cardiologists	Health & Medical	7.9673352261
Cards & Stationery	Shopping	10.1438070976
Career Counseling	Professional Services	11.2357506252
Caribbean	Food	35.0750895748
Caricatures	Event Planning & Services	2.61390327997
Carousels	Food	0.0191187511913
Carpenters	Home Services	4.37232410338
Carpet Cleaning	Local Services	151.461695285
Carpet Installation	Home Services	19.1165439354
Carpeting	Home Services	50.7685859452
Casinos	Arts & Entertainment	1061.4775461
Castles	Arts & Entertainment	1.52055902879
Caterers	Event Planning & Services	439.443951257
Challenge Courses	Active Life	50.4297430667
Champagne Bars	Nightlife	7.37515577389
Check Cashing/Pay-day Loans	Financial Services	14.4182401305
Cheese Shops	Food	21.5973287547
Cheese Tasting Classes	Food	0.537635114279
Cheesesteaks	American (New)	41.8273260473
Chicken Shop	Fast Food	31.6074406644
Chicken Wings	Pizza	195.518098596
Child Care & Day Care	Local Services	51.2256545442
Childbirth Education	Health & Medical	0.671571202596
Childproofing	Home Services	0.809373007659
Children's Clothing	Shopping	20.9168381637
Children's Museums	Arts & Entertainment	6.00264395549
Chimney Sweeps	Home Services	2.90537227161
Chinese	Asian Fusion	333.983498636
Chinese Martial Arts	Active Life	0.529533965079
Chiropractors	Health & Medical	243.186407459
Chocolatiers & Shops	Food	63.5074523498
Choirs	Arts & Entertainment	0.0222704468487
Christmas Markets	Arts & Entertainment	1.30218143308
Christmas Trees	Shopping	5.21410351726
Churches	Religious Organizations	64.846150017
Cideries	Food	0.96814164256
Cinema	Arts & Entertainment	162.115689242
Circuit Training Gyms	Active Life	0.613225870218
Civic Center	Arts & Entertainment	0.232974833457
Climbing	Active Life	12.5779420762
Clock Repair	Local Services	0.657117751997
Clothing Rental	Shopping	0.894792778898
Clowns	Event Planning & Services	0.824566709391
Club Crawl	Nightlife	1.77440659271
Cocktail Bars	Nightlife	476.98254301
Coffee & Tea	Food	2028.18279191
Coffee & Tea Supplies	Food	3.47520259361
Coffee Roasteries	Food	29.4188459876
Coffeeshops	Food	7.77760172692
College Counseling	Education	1.38512621812
Colleges & Universities	Education	64.7547272935
Colombian	Latin American	15.7952042442
Colonics	Health & Medical	6.91158924037
Comedy Clubs	Nightlife	64.8347656887
Comfort Food	Food	72.4102033186
Comic Books	Shopping	11.5920871697
Commercial Real Estate	Home Services	15.2174316199
Commercial Truck Dealers	Automotive	3.45232042609
Commercial Truck Repair	Automotive	4.01071570409
Commissioned Artists	Professional Services	0.52346109674
Community Centers	Public Services & Government	0.978499005051
Community Gardens	Food	0.0781856354009
Community Service/Non-Profit	Local Services	22.6163346722
Computers	Shopping	75.556634506
Concept Shops	Shopping	0.285017730861
Concierge Medicine	Health & Medical	0.64378494769
Condominiums	Home Services	2.17431572085
Contract Law	Professional Services	0.613408929491
Contractors	Home Services	396.772436611
Convenience Stores	Food	71.197031551
Cooking Classes	Shopping	3.15512676335
Cooking Schools	Education	8.39472185634
Cosmetic Dentists	Health & Medical	203.111911074
Cosmetic Surgeons	Health & Medical	37.596288321
Cosmetics & Beauty Supply	Beauty & Spas	215.451888583
Cosmetology Schools	Education	13.6400869671
Costumes	Shopping	6.37215772419
Counseling & Mental Health	Health & Medical	40.8095045725
Countertop Installation	Home Services	6.39148054398
Country Clubs	Arts & Entertainment	3.09562821339
Country Dance Halls	Nightlife	6.71992731949
Couriers & Delivery Services	Local Services	77.9324558998
Courthouses	Public Services & Government	2.80115272068
Crane Services	Local Services	0.319099088147
Cremation Services	Local Services	3.49303097471
Creperies	Food	58.5466948522
Criminal Defense Law	Professional Services	31.3062590151
Cryotherapy	Health & Medical	3.4548968811
Cuban	Food	10.4339944549
Cultural Center	Arts & Entertainment	1.71319961346
Cupcakes	Food	85.2960888726
Currency Exchange	Financial Services	2.93405552157
Curry Sausage	Fast Food	2.53675114161
Custom Cakes	Food	22.9296330059
Customized Merchandise	Shopping	11.1524282759
Cycling Classes	Active Life	17.8143532967
Czech	Sandwiches	0.720424789663
Czech/Slovakian	Sandwiches	0.0903690284697
DIY Auto Shop	Automotive	0.250739571474
DJs	Event Planning & Services	40.6013710007
DUI Law	Professional Services	19.5465527675
DUI Schools	Automotive	0.0755857898715
Damage Restoration	Home Services	55.5962719343
Dance Clubs	Nightlife	728.978376806
Dance Schools	Education	5.57161448311
Dance Studios	Active Life	24.6400589103
Dance Wear	Shopping	0.190742984559
Data Recovery	Local Services	25.2539111246
Day Camps	Active Life	1.41573737021
Day Spas	Beauty & Spas	786.371657761
Debt Relief Services	Financial Services	2.34712957302
Decks & Railing	Home Services	2.5341785599
Delicatessen	Food	17.2400977212
Delis	Sandwiches	221.238844052
Demolition Services	Home Services	1.33542065928
Dental Hygienists	Health & Medical	1.58716997169
Dentists	Health & Medical	459.376352457
Department Stores	Shopping	84.017774697
Departments of Motor Vehicles	Public Services & Government	27.516912326
Dermatologists	Health & Medical	40.4557681266
Desserts	Food	1006.00098287
Diagnostic Imaging	Health & Medical	18.5176785119
Diagnostic Services	Health & Medical	38.8638883883
Dialysis Clinics	Health & Medical	0.0555762194157
Dietitians	Health & Medical	0.510698148705
Digitizing Services	Professional Services	0.0932465043468
Dim Sum	Chinese	171.966211333
Diners	Breakfast & Brunch	383.937186445
Dinner Theater	Nightlife	1.6750745631
Disc Golf	Active Life	2.53964099005
Discount Store	Shopping	40.2096452497
Distilleries	Food	6.26857624029
Dive Bars	Nightlife	114.913725805
Dive Shops	Shopping	0.223971350992
Diving	Active Life	3.30117264804
Divorce & Family Law	Professional Services	18.368489791
Do-It-Yourself Food	Food	32.5495922424
Doctors	Health & Medical	663.365473878
Dog Parks	Active Life	11.4849010188
Dog Walkers	Pets	39.3726185654
Dominican	Caribbean	3.3226792432
Donairs	Food	3.01247116428
Donuts	Food	227.541477463
Door Sales/Installation	Home Services	34.678567414
Doulas	Health & Medical	3.54656525429
Drive-In Theater	Arts & Entertainment	2.59349205543
Drive-Thru Bars	Indian	0.528113800014
Driving Schools	Education	19.3546253236
Drugstores	Shopping	137.664053503
Dry Cleaning	Local Services	20.3802463351
Dry Cleaning & Laundry	Local Services	169.68770801
Drywall Installation & Repair	Home Services	18.5277481186
Dumpster Rental	Local Services	1.7899299176
Duplication Services	Professional Services	0.18918847049
Duty-Free Shops	Shopping	0.0187554732079
EV Charging Stations	Automotive	0.131526844514
Ear Nose & Throat	Health & Medical	12.0778580883
Eastern European	Polish	0.445763436539
Eastern German	Event Planning & Services	0.09375
Editorial Services	Professional Services	5.67302098216
Education	Specialty Schools	109.730362831
Educational Services	Education	17.8263496124
Egyptian	Middle Eastern	3.2926657836
Elder Care Planning	Health & Medical	0.141097941708
Electricians	Home Services	101.821748812
Electronics	Shopping	158.720581904
Electronics Repair	Local Services	106.059187464
Elementary Schools	Education	26.7804491811
Embassy	Public Services & Government	1.13525959682
Embroidery & Crochet	Shopping	3.53322471596
Emergency Medicine	Health & Medical	1.04460314223
Emergency Pet Hospital	Pets	12.0109668272
Emergency Rooms	Health & Medical	13.6258589438
Empanadas	Food	5.97035574484
Employment Agencies	Professional Services	36.7568900256
Employment Law	Professional Services	3.73644185195
Endocrinologists	Health & Medical	7.82108267914
Endodontists	Health & Medical	41.4550944671
Engraving	Local Services	2.12835355169
Environmental Abatement	Home Services	0.947780911955
Environmental Testing	Home Services	0.285946509774
Erotic Massage	Beauty & Spas	1.45251322442
Escape Games	Active Life	78.2672736417
Estate Liquidation	Home Services	1.43041874825
Estate Planning Law	Professional Services	6.19501357244
Ethic Grocery	Food	1.07612915055
Ethiopian	African	7.91916893906
Ethnic Food	Food	157.55911961
Ethnic Grocery	Food	1.51436519133
Event Photography	Event Planning & Services	64.3692424865
Event Planning & Services	Hotels & Travel	2887.15554007
Excavation Services	Home Services	0.0902180305852
Eyebrow Services	Beauty & Spas	51.7574983192
Eyelash Service	Beauty & Spas	415.443101616
Eyewear & Opticians	Shopping	168.18471688
Fabric Stores	Shopping	11.8794839357
Face Painting	Event Planning & Services	5.2883629713
Falafel	Mediterranean	22.2277018924
Family Practice	Health & Medical	87.2952594143
Farm Equipment Repair	Local Services	0.603028941278
Farmers Market	Food	45.7559300567
Farming Equipment	Shopping	0.409955165205
Farms	Arts & Entertainment	0.866514225036
Fashion	Shopping	506.451961671
Fast Food	Burgers	404.860709893
Fences & Gates	Home Services	14.9120121611
Fencing Clubs	Active Life	0.15645409587
Feng Shui	Professional Services	0.133038805566
Fertility	Health & Medical	10.2201897191
Festivals	Arts & Entertainment	47.1868745224
Filipino	Asian Fusion	24.6063702343
Financial Advising	Financial Services	21.4549930205
Financial Services	Banks & Credit Unions	170.437200428
Fingerprinting	Local Services	2.4857591541
Fire Departments	Shopping	0.0249570523395
Fire Protection Services	Home Services	4.31971397997
Firearm Training	Education	5.81272023888
Fireplace Services	Home Services	6.41879577419
Firewood	Home Services	1.43638132546
Fireworks	Shopping	0.304889373167
First Aid Classes	Education	2.68045932152
Fischbroetchen	Food	0.0700543107251
Fish & Chips	Seafood	56.4632415755
Fishing	Active Life	2.56305243889
Fishmonger	Food	0.0746414258722
Fitness & Instruction	Active Life	480.328758303
Fitness/Exercise Equipment	Shopping	3.49101920248
Flatbread	Beer Garden	0.824909668502
Flea Markets	Shopping	7.00960464588
Flight Instruction	Education	4.43310170937
Float Spa	Health & Medical	5.26586789718
Flooring	Home Services	86.7615680931
Florists	Shopping	173.694587843
Flowers	Shopping	0.85238227367
Flowers & Gifts	Shopping	242.677572953
Flyboarding	Active Life	0.0767960332676
Fondue	American (New)	11.2125030166
Food	Coffee & Tea	2028.18279191
Food Banks	Local Services	0.151090896881
Food Court	Food	5.88835942837
Food Delivery Services	Food	211.200699368
Food Stands	Food	23.0660717296
Food Tours	Hotels & Travel	16.0681450191
Food Trucks	Food	119.200997435
Formal Wear	Shopping	25.3622321023
Framing	Shopping	6.01575997643
Free Diving	Active Life	0.117622131873
French	Breakfast & Brunch	213.170757162
Friterie	Food	0.148472566591
Fruits & Veggies	Food	27.0945232723
Fuel Docks	Automotive	1.08101679121
Fun Fair	Arts & Entertainment	0.37460365053
Funeral Services & Cemeteries	Local Services	32.1456443488
Fur Clothing	Shopping	0.347914556958
Furniture Assembly	Home Services	7.24665409179
Furniture Rental	Local Services	0.643361673164
Furniture Repair	Local Services	3.65330961198
Furniture Reupholstery	Local Services	23.5153799749
Furniture Stores	Shopping	192.820730488
Game Meat	Canadian (New)	0.898664877664
Game Truck Rental	Event Planning & Services	0.210927175516
Garage Door Services	Home Services	136.240363614
Gardeners	Home Services	26.6848694379
Gas Stations	Automotive	97.1748381975
Gastroenterologist	Health & Medical	4.99607472202
Gastropubs	Nightlife	211.624961868
Gay Bars	Nightlife	47.4120581367
Gelato	Food	58.5504078999
General Dentistry	Health & Medical	317.250273525
General Festivals	Arts & Entertainment	0.379158393022
General Litigation	Professional Services	9.15334040263
Generator Installation/Repair	Local Services	0.622866187566
Georgian	Greek	0.0586064697406
German	Nightlife	43.4334482186
Gerontologists	Health & Medical	0.437969342587
Gift Shops	Shopping	37.8183299458
Glass & Mirrors	Home Services	17.586176933
Gluten-Free	Food	91.1202537792
Go Karts	Active Life	14.1398217862
Gold Buyers	Shopping	15.0285555077
Golf	Active Life	141.863731318
Golf Cart Rentals	Event Planning & Services	0.273698195783
Golf Equipment	Shopping	4.72743616341
Golf Equipment Shops	Shopping	1.69330471266
Golf Lessons	Active Life	3.45357329252
Graphic Design	Professional Services	34.6416556347
Greek	Mediterranean	259.304245831
Grilling Equipment	Shopping	0.519118412317
Grocery	Food	341.184990769
Guamanian	Food	0.535105024805
Guest Houses	Hotels & Travel	13.2244345295
Guitar Stores	Local Services	4.65814378353
Gun/Rifle Ranges	Active Life	101.184859784
Guns & Ammo	Shopping	105.627137981
Gutter Services	Home Services	13.3828828249
Gymnastics	Active Life	7.01125277549
Gyms	Active Life	259.286595945
Habilitative Services	Health & Medical	0.0332585066163
Hainan	Chinese	0.240456723742
Hair Extensions	Beauty & Spas	157.122819707
Hair Loss Centers	Beauty & Spas	4.48121506803
Hair Removal	Beauty & Spas	760.982362183
Hair Salons	Beauty & Spas	1850.90977775
Hair Stylists	Beauty & Spas	310.450433941
Haitian	Caribbean	1.20656456602
Hakka	Chinese	3.27435449401
Halal	Indian	88.3345923431
Halotherapy	Beauty & Spas	0.126006912702
Handyman	Home Services	112.359582292
Hang Gliding	Active Life	0.152051981604
Hardware Stores	Shopping	36.8432900323
Hats	Shopping	5.82805257039
Haunted Houses	Arts & Entertainment	12.5300890065
Hawaiian	Food	60.0275911938
Hazardous Waste Disposal	Local Services	0.348095888841
Head Shops	Shopping	9.56801819729
Health & Medical	Doctors	663.365473878
Health Insurance Offices	Health & Medical	1.97880162568
Health Markets	Food	58.1693307355
Health Retreats	Hotels & Travel	7.654492051
Hearing Aid Providers	Health & Medical	4.24310727711
Hearing Aids	Health & Medical	0.145212551638
Heating & Air Conditioning/HVAC	Home Services	506.84284645
Henna Artists	Beauty & Spas	12.0323903796
Hepatologists	Health & Medical	0.616302306033
Herbal Shops	Health & Medical	0.110660901977
Herbs & Spices	Food	7.21601946478
High Fidelity Audio Equipment	Shopping	1.86406035119
Hiking	Active Life	46.2582877286
Himalayan/Nepalese	Indian	20.6149829131
Hindu Temples	Religious Organizations	1.37728913677
Historical Tours	Hotels & Travel	6.50872541702
Hobby Shops	Shopping	69.4587655604
Holiday Decorating Services	Home Services	1.03374578056
Holiday Decorations	Shopping	0.588732667588
Holistic Animal Care	Pets	1.15610864338
Home & Garden	Shopping	459.306624447
Home & Rental Insurance	Financial Services	21.3506854446
Home Automation	Home Services	16.4174732801
Home Cleaning	Home Services	253.721816629
Home Decor	Shopping	123.861000998
Home Developers	Home Services	0.0163499552674
Home Energy Auditors	Home Services	5.21927253883
Home Health Care	Health & Medical	38.1918807624
Home Inspectors	Home Services	58.6562584784
Home Network Installation	Home Services	3.06921939835
Home Organization	Home Services	16.9388847571
Home Services	Real Estate	929.268262086
Home Staging	Home Services	8.86616662853
Home Theatre Installation	Home Services	18.5618402586
Home Window Tinting	Home Services	37.3084448233
Homeless Shelters	Local Services	0.195268667556
Homeowner Association	Home Services	0.521232645828
Honduran	Latin American	0.847977887849
Honey	Food	0.175598628924
Hong Kong Style Cafe	Chinese	3.71891048539
Hookah Bars	Nightlife	63.0016521331
Horse Boarding	Pets	1.92976523092
Horse Equipment Shops	Shopping	0.471805835767
Horse Racing	Active Life	0.903724078984
Horseback Riding	Active Life	27.0703634844
Hospice	Health & Medical	7.73311800644
Hospitals	Health & Medical	113.544271172
Hostels	Hotels & Travel	48.7722455084
Hot Air Balloons	Active Life	9.0453721327
Hot Dogs	Burgers	85.5881976665
Hot Pot	Chinese	37.7882778438
Hot Tub & Pool	Shopping	23.0081019021
Hotel bar	Nightlife	0.57762530061
Hotels	Hotels & Travel	2797.60557324
Hotels & Travel	Event Planning & Services	2887.15554007
House Sitters	Home Services	0.987758619848
Hungarian	American (New)	1.77694932791
Hunting & Fishing Supplies	Shopping	2.26735059873
Hybrid Car Repair	Automotive	0.108638414764
Hydro-jetting	Home Services	4.28380754403
Hydroponics	Shopping	1.0299135334
Hydrotherapy	Health & Medical	1.818197764
Hypnosis/Hypnotherapy	Health & Medical	3.78406882648
IP & Internet Law	Professional Services	0.223596361564
IT Services & Computer Repair	Local Services	202.907545533
IV Hydration	Health & Medical	7.33738010767
Iberian	Breakfast & Brunch	0.437428049932
Ice Cream & Frozen Yogurt	Food	722.789173029
Ice Delivery	Food	0.112791868357
Immigration Law	Professional Services	6.32890739314
Immunodermatologists	Health & Medical	0.104086544678
Imported Food	Food	46.082900773
Indian	Pakistani	172.295133197
Indonesian	Asian Fusion	2.717294223
Indoor Landscaping	Home Services	0.026411684088
Indoor Playcentre	Food	0.155972387188
Infectious Disease Specialists	Health & Medical	0.239975666788
Installment Loans	Financial Services	2.11601928932
Insulation Installation	Home Services	7.1216034795
Insurance	Financial Services	144.982536843
Interior Design	Home Services	40.7258299426
Interlock Systems	Automotive	0.033295083387
Internal Medicine	Health & Medical	30.5561076826
International	German	14.6099127951
International Grocery	Food	6.97374504967
Internet Cafes	Food	26.4056009653
Internet Service Providers	Home Services	67.1287353023
Interval Training Gyms	Active Life	24.428645581
Investing	Financial Services	10.3124274328
Irish	Nightlife	72.60150299
Irish Pub	Nightlife	27.9856589501
Irrigation	Home Services	32.7721404804
Island Pub	Nightlife	0.0960261736121
Italian	Pizza	1246.70376445
Izakaya	Japanese	5.65992498829
Japanese	Sushi Bars	1350.075178
Japanese Curry	Food	0.166590421997
Jazz & Blues	Nightlife	34.7492859913
Jet Skis	Active Life	3.3711908819
Jewelry	Shopping	277.413894461
Jewelry Repair	Local Services	29.5447330235
